"Gene"	"BaseGeneMean"	"OutlierFactor"	"GeneMean"	"BatchFacBatch1"	"BatchFacBatch2"	"DEFacGroup1"	"DEFacGroup2"
"Gene94"	"Gene94"	1.14492462811828	1	1.14492462811828	0.852174611256218	1.35120436377743	1	1
"Gene95"	"Gene95"	2.89281822967182	1	2.89281822967182	1.07694186546059	1.00115633432843	1.23081254952963	1
"Gene96"	"Gene96"	0.963995509746153	1	0.963995509746153	0.923292933253208	1.07847697421209	1	1
"Gene97"	"Gene97"	0.238016652947076	55.9607139358041	57.3093501105525	0.964944928821039	1.1194369101499	1	1
"Gene98"	"Gene98"	0.075113099358655	1	0.075113099358655	1.00580936429549	1.20258659286047	1	1
"Gene99"	"Gene99"	0.0260620886295915	1	0.0260620886295915	0.985562352166813	1.08228435449906	1	1
"Gene100"	"Gene100"	9.72977747728406	1	9.72977747728406	0.855711913638611	1.02638712495522	2.18098924946247	1.86033380183268
"Gene101"	"Gene101"	3.19656089089759	1	3.19656089089759	0.9874296157174	1.02315654353459	1	1
"Gene102"	"Gene102"	1.1230669139135	1	1.1230669139135	0.825998548285932	0.963443914391544	1	1
"Gene103"	"Gene103"	8.60981313425917	1	8.60981313425917	1.01307437827114	0.996130982437914	0.61142632617072	1
"Gene104"	"Gene104"	1.8490175052857	1	1.8490175052857	0.885001313098891	0.953921702194744	1	1
"Gene105"	"Gene105"	0.572476822911727	1	0.572476822911727	0.955123603476971	1.43258407428063	1	1
"Gene106"	"Gene106"	6.34463380443771	1	6.34463380443771	0.829385114716497	0.99991092877526	1.55431989176602	1
"Gene107"	"Gene107"	0.224723615535698	1	0.224723615535698	0.894956113086887	1.01590420724168	1	1
"Gene108"	"Gene108"	1.72358040780626	1	1.72358040780626	0.891672307110494	1.06139372526108	1	1
"Gene109"	"Gene109"	2.932349335234	60.1936578565823	61.6443066915657	1.06596895825969	0.882909898802045	1	1
"Gene110"	"Gene110"	2.38076894201514	1	2.38076894201514	1.10301473269603	0.877819621380766	1	1
"Gene111"	"Gene111"	0.122824379560511	1	0.122824379560511	0.972444418128118	1.3242120852435	1	1
"Gene112"	"Gene112"	0.0691729684598335	1	0.0691729684598335	1.21573339539001	0.956797599602923	1	1
"Gene113"	"Gene113"	2.97058722837914	1	2.97058722837914	1.03867757522114	0.774085993842932	1	1
"Gene114"	"Gene114"	0.0283123390369407	1	0.0283123390369407	0.893815161592672	1.11876763118911	1.25726291436013	1
"Gene115"	"Gene115"	0.57201010380936	1	0.57201010380936	1.08787517418694	1.0036646883873	1	1
"Gene116"	"Gene116"	0.671950120624303	1	0.671950120624303	0.896837831925924	1.02348098908447	1	1
"Gene117"	"Gene117"	1.62540852585836	1	1.62540852585836	0.905820068139573	0.998531844463907	1	1
"Gene118"	"Gene118"	2.26598857153333	1	2.26598857153333	1.21758570816116	0.820441804821735	1	1
"Gene119"	"Gene119"	0.00139496671770282	1	0.00139496671770282	1.20570145048381	0.947723501182688	1	1
"Gene120"	"Gene120"	3.8846193248588	1	3.8846193248588	0.781882960673608	0.914616595263731	1	1
"Gene121"	"Gene121"	3.77837916286014	1	3.77837916286014	1.21671576826619	0.892072706621412	1	1.64295140394093
"Gene122"	"Gene122"	0.719265334985143	1	0.719265334985143	0.989471697862176	1.23338988795541	1	1
"Gene123"	"Gene123"	0.429713479110066	1	0.429713479110066	1.01847070198586	0.91994243321716	1	1
"Gene124"	"Gene124"	7.56884756753806	1	7.56884756753806	0.822035215804327	0.998681845840862	1	1
"Gene125"	"Gene125"	0.695805475669151	1	0.695805475669151	1.14959407150268	0.840505488051468	1	1
"Gene126"	"Gene126"	0.457471462261498	1	0.457471462261498	0.822440619605601	1.2624060567186	1.48363345336321	1.13678513253623
"Gene127"	"Gene127"	7.97645478944491	1	7.97645478944491	0.922137621305726	1.32714839313427	1.92998630174109	1
"Gene128"	"Gene128"	1.90145435051621	1	1.90145435051621	0.989052915246211	1.0173699414087	1	1
"Gene129"	"Gene129"	8.00658692065619	1	8.00658692065619	1.19176860118872	0.941860116345696	1	1
"Gene130"	"Gene130"	1.44843631101439	1	1.44843631101439	1.22438437644989	0.800818696926695	2.29706829328754	1
"Gene131"	"Gene131"	0.33586816090211	1	0.33586816090211	1.16132893386237	0.915720904954009	1	1
"Gene132"	"Gene132"	1.36679822310706	1	1.36679822310706	1.16399580561202	1.11291764172766	0.726148812756018	1
"Gene133"	"Gene133"	0.0420656226865747	1	0.0420656226865747	1.05948157846439	1.16972673446122	1.46687546562148	1
"Gene134"	"Gene134"	0.7613292662481	1	0.7613292662481	1.20479723267249	1.18998412467795	1	1
"Gene135"	"Gene135"	0.616649666203315	1	0.616649666203315	1.02245620590083	0.875287571192374	1	1
"Gene136"	"Gene136"	2.22566214550222	1	2.22566214550222	0.891552167567791	1.0500536903935	1	1
"Gene137"	"Gene137"	1.49946523740955	1	1.49946523740955	1.13785435053463	1.05799216177938	1	1
"Gene138"	"Gene138"	3.20388965876713	1	3.20388965876713	1.01302485474645	1.20536789661119	1	1
"Gene139"	"Gene139"	6.47520601118884	1	6.47520601118884	1.15110065980078	1.21546958535134	1	1
"Gene140"	"Gene140"	6.54737812815451	1	6.54737812815451	1.09724078598403	1.01663840518025	1	1
"Gene141"	"Gene141"	0.999067107915115	70.157569168925	71.8483452341153	1.05743489592096	0.96804201024109	1	1
"Gene142"	"Gene142"	0.256237017802627	45.9198655838434	47.026520369145	0.845538991063701	0.934760119798385	1.93959131952989	1
"Gene143"	"Gene143"	1.23435336263671	1	1.23435336263671	1.05805796725107	1.26824145159732	1	1
"Gene144"	"Gene144"	0.0821111639216741	1	0.0821111639216741	0.876169476052054	0.928613069037383	1	1
"Gene145"	"Gene145"	0.114015220506177	1	0.114015220506177	1.03653823884682	1.19475918185062	1	1
"Gene146"	"Gene146"	0.0509974355568797	1	0.0509974355568797	1.03123169735959	1.17048489842643	1.43920393529331	1
"Gene147"	"Gene147"	2.05412939540541	1	2.05412939540541	0.968722541962881	1.11951597054085	1	0.499149962691872
"Gene148"	"Gene148"	2.34233552632469	1	2.34233552632469	1.14635444506744	1.15157548659229	1	1
"Gene149"	"Gene149"	5.35280470006979	1	5.35280470006979	0.950975122142307	0.945381999717793	1	1
"Gene150"	"Gene150"	4.67611412417569	1	4.67611412417569	1.08324500610189	1.06772490887587	1	1
"Gene151"	"Gene151"	2.25749112088601	1	2.25749112088601	1.18362216455219	1.0336332392823	1	1
"Gene152"	"Gene152"	4.30276683865205	1	4.30276683865205	1.35305123859653	0.840394622886835	0.474269458707416	1
"Gene153"	"Gene153"	7.94943376910169	68.1701100820029	69.8129889880625	1.1233420022579	1.26031896444522	0.389776390251786	1
"Gene154"	"Gene154"	6.468365850878	1	6.468365850878	0.81346999150251	1.08023159243432	1.81019534575311	1
"Gene155"	"Gene155"	0.228894096334468	57.0141979544562	58.3882227734364	0.939673684056573	0.96319766122997	1	1
"Gene156"	"Gene156"	0.194939854552055	1	0.194939854552055	1.11081179646266	0.966628885164101	1	1
"Gene157"	"Gene157"	0.28742328972739	1	0.28742328972739	0.926423196207345	1.10137973233758	1	1
"Gene158"	"Gene158"	0.00856181735780884	1	0.00856181735780884	0.776611638521302	1.02262149129332	1	1
"Gene159"	"Gene159"	0.000621810350904476	1	0.000621810350904476	0.869381364676627	0.902130016657254	1	1
"Gene160"	"Gene160"	9.8624620999161	1	9.8624620999161	1.13928425395585	1.12981734728806	1	1.63874244712942
"Gene161"	"Gene161"	5.59137134958105	1	5.59137134958105	1.34369053283914	0.831867811993929	1	1
"Gene162"	"Gene162"	0.356750297830801	1	0.356750297830801	0.902237928947023	1.22395696963776	1	1
"Gene163"	"Gene163"	0.0796329248565204	1	0.0796329248565204	0.977982803530605	1.23176347388889	1.68065257671924	0.52314249755772
"Gene164"	"Gene164"	10.2594325711557	1	10.2594325711557	1.17324882069835	1.09964942931183	1	1
"Gene165"	"Gene165"	0.447057147674428	1	0.447057147674428	0.847458387421105	0.954254975799258	2.05382725430416	1
"Gene166"	"Gene166"	1.17637487576499	1	1.17637487576499	1.08046686554061	1.17413629843291	1	1
"Gene167"	"Gene167"	6.94298823632903	1	6.94298823632903	0.99115990356033	0.866152295590436	1	1
"Gene168"	"Gene168"	3.67360778139933	1	3.67360778139933	1.09528822279795	0.75397941474557	1	1
"Gene169"	"Gene169"	0.154618930240653	1	0.154618930240653	1.05995783969757	1.45046553702959	1.37249740422753	1
"Gene170"	"Gene170"	2.10144309529911	1	2.10144309529911	0.837826989830263	0.819132894542082	1	1
"Gene171"	"Gene171"	0.00448268634797581	1	0.00448268634797581	1.01130274955846	0.917944579594017	1	1
"Gene172"	"Gene172"	0.108895681923689	1	0.108895681923689	0.872011125504005	0.971526968131323	1	1
"Gene173"	"Gene173"	9.36658683891235	1	9.36658683891235	1.15991906853165	1.20182104835484	1	1
"Gene174"	"Gene174"	6.60950412600776	1	6.60950412600776	1.05073546568917	1.05757664837427	1	1
"Gene175"	"Gene175"	4.05074103472767	1	4.05074103472767	0.912387750221238	0.846626173592991	1.51544996612439	1
"Gene176"	"Gene176"	1.47575173044709	1	1.47575173044709	0.901514786969243	0.979124810070337	1	1
"Gene177"	"Gene177"	5.01223495757719	1	5.01223495757719	1.070892754107	0.903983137421242	1	1
"Gene178"	"Gene178"	0.0606164021321835	1	0.0606164021321835	1.20576980470362	0.840938247385923	1	1
"Gene179"	"Gene179"	7.85652210867405	1	7.85652210867405	0.982585699957682	1.09293294352655	1	1
"Gene180"	"Gene180"	1.16561108539708	1	1.16561108539708	1.25939160957033	0.816556492555245	1	1
"Gene181"	"Gene181"	0.906580490975425	1	0.906580490975425	0.963660233832653	1.18049726963888	1	1
"Gene182"	"Gene182"	9.36399984555097	1	9.36399984555097	0.972457531009949	0.928814277374319	1	1
"Gene183"	"Gene183"	1.3943754575023	1	1.3943754575023	0.9397856762004	0.980382083562638	1	1
"Gene184"	"Gene184"	2.89708509787278	1	2.89708509787278	1.01079481200655	0.970620668194496	1	1
"Gene185"	"Gene185"	0.576197745660687	1	0.576197745660687	0.929977932132054	0.907130192201152	1	1
"Gene186"	"Gene186"	1.80261939343979	1	1.80261939343979	1.16355010838131	1.10589995656603	1	1
"Gene187"	"Gene187"	0.0285195192385266	1	0.0285195192385266	0.818801709592798	1.01281617037622	1.91231148591672	1
"Gene188"	"Gene188"	9.31777634101216	32.9928713100743	33.7879894675843	1.08507632799608	0.860171957999673	1	1
"Gene189"	"Gene189"	3.19959437156771	1	3.19959437156771	1.27945762469494	1.24586421611654	1	1
"Gene190"	"Gene190"	0.445624410935238	1	0.445624410935238	1.32723319728712	0.817676595921543	1	1
"Gene191"	"Gene191"	1.62222536831979	1	1.62222536831979	1.02019999070704	1.23126717895223	1	1
"Gene192"	"Gene192"	0.205632285215848	1	0.205632285215848	1.08562376137777	1.12640720290946	1	1
"Gene193"	"Gene193"	0.219893242653415	1	0.219893242653415	1.03098960308516	0.773776400714539	1	1
"Gene194"	"Gene194"	3.73759091435283	1	3.73759091435283	0.770060661772129	1.10548783703025	1	1
"Gene195"	"Gene195"	0.128648945037571	1	0.128648945037571	1.06221020036209	1.25196813014099	1	1
"Gene196"	"Gene196"	3.84227946008202	1	3.84227946008202	0.887984849928683	1.20474666121049	1	1
"Gene197"	"Gene197"	5.41625881387531	1	5.41625881387531	0.870829753754984	1.10260933487647	1	1
"Gene198"	"Gene198"	4.79376335584285	1	4.79376335584285	0.90353594031337	1.12869148375746	1	1
"Gene199"	"Gene199"	16.2536678816779	1	16.2536678816779	0.89881841942418	0.962253285488417	1	1
"Gene200"	"Gene200"	0.0118702419041521	1	0.0118702419041521	0.910083094706103	1.33339220617525	1	1
"Gene201"	"Gene201"	0.375345888084185	1	0.375345888084185	0.853851639136653	0.816809130529538	1	1
"Gene202"	"Gene202"	0.0152604640037717	1	0.0152604640037717	1.30856227817203	0.783235617784477	1	1
"Gene203"	"Gene203"	2.0863277024352	1	2.0863277024352	1.21001545684253	1.25402243631937	1	1
"Gene204"	"Gene204"	1.41164629457358	1	1.41164629457358	0.948321750192397	0.878544526381737	1	1
"Gene205"	"Gene205"	0.00438882363281131	1	0.00438882363281131	0.751285448451424	1.09996246705307	1	1
"Gene206"	"Gene206"	0.0523449443313472	1	0.0523449443313472	0.995710198900328	1.09165224143306	1	1
"Gene207"	"Gene207"	4.8196114420681	1	4.8196114420681	0.926038239834616	1.23507316261658	1	1
"Gene208"	"Gene208"	1.92443417845576	1	1.92443417845576	1.13509476405348	1.23074424490359	1	1
"Gene209"	"Gene209"	6.6335264850728	1	6.6335264850728	0.846834865265216	1.10864550767159	1	1
"Gene210"	"Gene210"	0.519264078141335	1	0.519264078141335	1.1650233840102	1.10519294796973	1	1
"Gene211"	"Gene211"	0.361532583242275	1	0.361532583242275	1.14803920029608	1.02350972942017	1	1
"Gene212"	"Gene212"	2.7725761884209	1	2.7725761884209	1.07636484599197	1.20881494041056	1	1
"Gene213"	"Gene213"	2.58870169574977	1	2.58870169574977	0.952157026631587	1.16438347707732	1	2.09340905573939
"Gene214"	"Gene214"	0.582567205576067	1	0.582567205576067	1.09926704349547	0.987058731977583	1	1
"Gene215"	"Gene215"	21.0476394225938	1	21.0476394225938	0.964266491223552	0.857185221935426	1	1
"Gene216"	"Gene216"	5.42878846310527	1	5.42878846310527	0.902355906381042	1.23087744406419	1	1
"Gene217"	"Gene217"	4.2161133185643	1	4.2161133185643	1.1198114280715	0.933823920484987	1.55034347633804	1.03542951396822
"Gene218"	"Gene218"	2.64863192975015	1	2.64863192975015	1.02316015842014	1.0224374191848	1	1
"Gene219"	"Gene219"	1.12213153735902	1	1.12213153735902	0.890211138777025	1.27237085924959	1	1
"Gene220"	"Gene220"	3.28309832281373	1	3.28309832281373	1.01695858534493	1.04689744669617	1.93164484274492	1
"Gene221"	"Gene221"	0.487380577576272	1	0.487380577576272	1.0035705885096	0.864252961185038	1	1
"Gene222"	"Gene222"	0.656693180092141	1	0.656693180092141	1.05957035100462	0.822127592117624	1	1
"Gene223"	"Gene223"	0.143257890175202	73.3596128824382	75.127557226613	1.03167617141623	0.889232549964577	1	1
"Gene224"	"Gene224"	0.290536873606993	1	0.290536873606993	1.01927523460131	0.869824442761304	1	1
"Gene225"	"Gene225"	0.364364040229693	1	0.364364040229693	1.20266837875582	1.44461000071198	1	1
"Gene226"	"Gene226"	0.0434701172051392	1	0.0434701172051392	1.05783535844096	0.969196978236581	1	1
"Gene227"	"Gene227"	0.467762675967912	1	0.467762675967912	1.29188548245048	1.0670024556736	1	1.78500711056362
"Gene228"	"Gene228"	0.431333850884335	1	0.431333850884335	0.991651888014164	0.862886708298961	1	1
"Gene229"	"Gene229"	0.263253299282874	1	0.263253299282874	0.897381827640061	1.14503982108795	1	1
"Gene230"	"Gene230"	1.01469412918643	1	1.01469412918643	1.08571566025188	1.13006565861408	1	1
"Gene231"	"Gene231"	4.9199644584977	1	4.9199644584977	1.01151528201188	1.0602720900131	1.7350412238565	1
"Gene232"	"Gene232"	0.815412149703267	1	0.815412149703267	1.18866346113446	0.963261484301362	1	1
"Gene233"	"Gene233"	3.94109087813107	1	3.94109087813107	1.01465208170057	1.02626343502083	1	1
"Gene234"	"Gene234"	2.87998638900055	1	2.87998638900055	1.0146646987915	0.883891956433366	0.401860222917568	1
"Gene235"	"Gene235"	3.47523854614335	1	3.47523854614335	1.0984840253979	0.913540628247558	1.71678862567979	1.94486403149747
"Gene236"	"Gene236"	0.0164854177471691	1	0.0164854177471691	1.09037165402721	0.993408591818665	1	1
"Gene237"	"Gene237"	1.11197466662823	1	1.11197466662823	0.996445639832064	0.940960206082424	1	1
"Gene238"	"Gene238"	0.485285737857597	1	0.485285737857597	0.89564865631343	1.22120940510672	1	1
"Gene239"	"Gene239"	7.83211538531656	1	7.83211538531656	1.04289589647477	0.958765195141471	1	1
"Gene240"	"Gene240"	3.46413071493455	1	3.46413071493455	0.844398731186261	1.14549279413123	1	1
"Gene241"	"Gene241"	0.599739498767517	1	0.599739498767517	1.20567765377307	0.938850033605143	1	1
"Gene242"	"Gene242"	6.31284465904206	1	6.31284465904206	1.09131028624696	0.841868371790159	1	1
"Gene243"	"Gene243"	0.885130292078617	1	0.885130292078617	1.03510606776209	0.927254494452694	1	1
"Gene244"	"Gene244"	0.35059911361797	1	0.35059911361797	0.9818210567027	1.07939550586157	1	1
"Gene245"	"Gene245"	0.189601726819	1	0.189601726819	0.934300108876757	1.03153415753386	1	1
"Gene246"	"Gene246"	2.14326684013271	1	2.14326684013271	1.18097953629172	0.977460420389449	1	1
"Gene247"	"Gene247"	0.109488030343884	1	0.109488030343884	1.09054062763036	1.0565289455731	1.52500069595143	0.6300570497178
"Gene248"	"Gene248"	10.2359904912538	1	10.2359904912538	0.988601458414046	0.976214467950291	1	1
"Gene249"	"Gene249"	0.00970462696445362	1	0.00970462696445362	1.03807007183956	0.916835716283292	1	1.82585819543368
"Gene250"	"Gene250"	0.21010202962774	1	0.21010202962774	1.37125158896547	1.27113041191285	1	1
"Gene251"	"Gene251"	0.602740766533437	1	0.602740766533437	0.900908251143551	1.11497139146882	1	1
"Gene252"	"Gene252"	3.81699396982406	1	3.81699396982406	0.93570318934966	1.15084928710999	1	1.73270941928743
"Gene253"	"Gene253"	3.48620330308714	1	3.48620330308714	1.01639826871478	1.14026695874241	1	1
"Gene254"	"Gene254"	0.784204208571137	1	0.784204208571137	0.886807372234288	0.916859329065467	1	1.80276880785452
"Gene255"	"Gene255"	0.174651979562117	1	0.174651979562117	1.05361171073749	0.863317153654044	1	1
